Species,Cluster,IndVal,Specificity,Fidelity,pvalue,pvalue_adj,indval_zscore,relative_strength,interpretation,indval_percentile,specificity_percentile,fidelity_percentile,rank
species_Erythranthe moschata,0,2.0504681605258708,0.7167223146817726,0.028608962195299955,0.014,0.022890510948905107,-0.04487701503986721,below_average,"Below average indicator (z-score: -0.3, ranked #73 of 162 significant species)
IndVal: 2.1 (stronger than 55.6% of significant species)
Specificity: 71.7% (better than 22.2% of significant species)
Fidelity: 2.9% (better than 59.0% of significant species)
p=1.4e-02",0.5555555555555556,0.2222222222222222,0.5895061728395061,73.0
species_Erythranthe primuloides,0,1.3631038776610402,0.9529208842709986,0.014304481097649977,0.0022,0.004977777777777778,-0.483847456625308,below_average,"Below average indicator (z-score: -0.7, ranked #116 of 162 significant species)
IndVal: 1.4 (stronger than 28.7% of significant species)
Specificity: 95.3% (better than 81.8% of significant species)
Fidelity: 1.4% (better than 22.5% of significant species)
p=2.2e-03",0.28703703703703703,0.8179012345679012,0.22530864197530864,116.5
species_Erythronium purpurascens,0,0.7152240548824988,1.0,0.007152240548824989,0.0138,0.022729411764705883,-0.8976019955054151,below_average,"Weak indicator (z-score: -1.1, ranked #160 of 162 significant species)
IndVal: 0.7 (stronger than 1.9% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 0.7% (better than 1.9% of significant species)
p=1.4e-02",0.018518518518518517,0.941358024691358,0.018518518518518517,160.0
species_Fragaria vesca,1,0.9435534004388503,0.6068763916458968,0.015547703180212015,0.0478,0.06609382716049383,-0.7517843611819622,below_average,"Below average indicator (z-score: -0.9, ranked #151 of 162 significant species)
IndVal: 0.9 (stronger than 7.4% of significant species)
Specificity: 60.7% (better than 2.5% of significant species)
Fidelity: 1.6% (better than 26.5% of significant species)
p=4.8e-02",0.07407407407407407,0.024691358024691357,0.2654320987654321,151.0
species_Fragaria virginiana,0,0.7668569386386642,0.9217082257216648,0.008319953291490293,0.0166,0.02656,-0.8646277628491762,below_average,"Weak indicator (z-score: -1.0, ranked #158 of 162 significant species)
IndVal: 0.8 (stronger than 3.1% of significant species)
Specificity: 92.2% (better than 67.6% of significant species)
Fidelity: 0.8% (better than 2.5% of significant species)
p=1.7e-02",0.030864197530864196,0.6759259259259259,0.024691358024691357,158.0
species_Fritillaria atropurpurea,0,0.7448091110150175,0.7731344272066493,0.00963363012698876,0.0454,0.06316521739130435,-0.8787081345956016,below_average,"Weak indicator (z-score: -1.0, ranked #159 of 162 significant species)
IndVal: 0.7 (stronger than 2.5% of significant species)
Specificity: 77.3% (better than 33.3% of significant species)
Fidelity: 1.0% (better than 4.9% of significant species)
p=4.5e-02",0.024691358024691357,0.3333333333333333,0.04938271604938271,159.0
species_Hackelia mundula,0,1.2029418721688176,0.9472821570377666,0.012698876076485184,0.003,0.0064,-0.5861314827651364,below_average,"Below average indicator (z-score: -0.8, ranked #130 of 162 significant species)
IndVal: 1.2 (stronger than 20.4% of significant species)
Specificity: 94.7% (better than 78.4% of significant species)
Fidelity: 1.3% (better than 15.4% of significant species)
p=3.0e-03",0.2037037037037037,0.7839506172839507,0.15432098765432098,130.0
species_Haemorhous cassinii,0,0.9556491795721815,0.9353075041784308,0.010217486498321413,0.0088,0.015400000000000002,-0.7440596515340469,below_average,"Below average indicator (z-score: -0.9, ranked #150 of 162 significant species)
IndVal: 1.0 (stronger than 8.0% of significant species)
Specificity: 93.5% (better than 72.8% of significant species)
Fidelity: 1.0% (better than 6.5% of significant species)
p=8.8e-03",0.08024691358024691,0.7283950617283951,0.06481481481481481,150.0
species_Heracleum maximum,0,1.8527091900203683,0.8814521292242737,0.02101882936797548,0.0008,0.002268354430379747,-0.17117153568104776,below_average,"Below average indicator (z-score: -0.4, ranked #89 of 162 significant species)
IndVal: 1.9 (stronger than 45.7% of significant species)
Specificity: 88.1% (better than 61.1% of significant species)
Fidelity: 2.1% (better than 44.4% of significant species)
p=8.0e-04",0.4567901234567901,0.6111111111111112,0.4444444444444444,89.0
species_Heteromeles arbutifolia,1,4.705605998418389,0.9791812482002972,0.0480565371024735,0.0002,0.0007859649122807018,1.6507697594945188,strong,"Very strong indicator (z-score: 1.3, ranked #17 of 162 significant species)
IndVal: 4.7 (stronger than 90.1% of significant species)
Specificity: 97.9% (better than 87.0% of significant species)
Fidelity: 4.8% (better than 82.7% of significant species)
p=2.0e-04",0.9012345679012346,0.8703703703703703,0.8271604938271605,17.0
species_Hippodamia convergens,1,2.5197271223583035,0.6147265307132758,0.04098939929328622,0.0018,0.00448,0.25480514597520604,above_average,"Above average indicator (z-score: 0.0, ranked #56 of 162 significant species)
IndVal: 2.5 (stronger than 66.0% of significant species)
Specificity: 61.5% (better than 3.7% of significant species)
Fidelity: 4.1% (better than 77.8% of significant species)
p=1.8e-03",0.6604938271604939,0.037037037037037035,0.7777777777777778,56.0
species_Hosackia oblongifolia,0,1.9217890124386394,0.6966230965194242,0.027587213545467816,0.0186,0.029548936170212765,-0.12705519023288675,below_average,"Below average indicator (z-score: -0.3, ranked #79 of 162 significant species)
IndVal: 1.9 (stronger than 51.9% of significant species)
Specificity: 69.7% (better than 17.3% of significant species)
Fidelity: 2.8% (better than 55.6% of significant species)
p=1.9e-02",0.5185185185185185,0.1728395061728395,0.5555555555555556,79.0
species_Ipomopsis aggregata,0,2.8718633268589517,0.9551036724422658,0.030068603123631587,0.0002,0.0007859649122807018,0.47968937263827244,above_average,"Above average indicator (z-score: 0.2, ranked #46 of 162 significant species)
IndVal: 2.9 (stronger than 72.2% of significant species)
Specificity: 95.5% (better than 83.3% of significant species)
Fidelity: 3.0% (better than 62.3% of significant species)
p=2.0e-04",0.7222222222222222,0.8333333333333334,0.6234567901234568,46.0
species_Iris hartwegii,1,3.0117086769361654,0.5837764079266677,0.051590106007067135,0.0066,0.01201951219512195,0.568998602994568,above_average,"Above average indicator (z-score: 0.3, ranked #44 of 162 significant species)
IndVal: 3.0 (stronger than 73.5% of significant species)
Specificity: 58.4% (better than 0.6% of significant species)
Fidelity: 5.2% (better than 85.8% of significant species)
p=6.6e-03",0.7345679012345679,0.006172839506172839,0.8580246913580247,44.0
species_Kelloggia galioides,0,1.8531637819438493,0.9335312551542141,0.019851116625310174,0.0006,0.001816216216216216,-0.1708812203091754,below_average,"Below average indicator (z-score: -0.4, ranked #88 of 162 significant species)
IndVal: 1.9 (stronger than 46.3% of significant species)
Specificity: 93.4% (better than 71.3% of significant species)
Fidelity: 2.0% (better than 42.0% of significant species)
p=6.0e-04",0.46296296296296297,0.7129629629629629,0.41975308641975306,88.0
species_Laetiporus conifericola,0,1.0416311994272152,0.8920269184094813,0.011677127426653043,0.0094,0.016322480620155042,-0.6891490805819707,below_average,"Below average indicator (z-score: -0.9, ranked #146 of 162 significant species)
IndVal: 1.0 (stronger than 10.5% of significant species)
Specificity: 89.2% (better than 62.3% of significant species)
Fidelity: 1.2% (better than 10.8% of significant species)
p=9.4e-03",0.10493827160493827,0.6234567901234568,0.10802469135802469,146.0
species_Lathyrus latifolius,1,2.7604409909247725,0.7233377781775097,0.03816254416961131,0.0002,0.0007859649122807018,0.4085318900241717,above_average,"Above average indicator (z-score: 0.2, ranked #49 of 162 significant species)
IndVal: 2.8 (stronger than 70.4% of significant species)
Specificity: 72.3% (better than 24.4% of significant species)
Fidelity: 3.8% (better than 72.8% of significant species)
p=2.0e-04",0.7037037037037037,0.24382716049382716,0.7283950617283951,49.0
species_Lathyrus sulphureus,1,3.4158661084228625,0.8631161684675626,0.039575971731448764,0.0002,0.0007859649122807018,0.8271050693799346,above_average,"Above average indicator (z-score: 0.6, ranked #37 of 162 significant species)
IndVal: 3.4 (stronger than 77.8% of significant species)
Specificity: 86.3% (better than 55.6% of significant species)
Fidelity: 4.0% (better than 75.9% of significant species)
p=2.0e-04",0.7777777777777778,0.5555555555555556,0.7592592592592593,37.0
species_Leptosiphon ciliatus,0,2.95762939955941,0.8338567496453299,0.03546927455845862,0.0002,0.0007859649122807018,0.5344620335764503,above_average,"Above average indicator (z-score: 0.3, ranked #45 of 162 significant species)
IndVal: 3.0 (stronger than 72.8% of significant species)
Specificity: 83.4% (better than 47.5% of significant species)
Fidelity: 3.5% (better than 66.0% of significant species)
p=2.0e-04",0.7283950617283951,0.47530864197530864,0.6604938271604939,45.0
species_Letharia columbiana,0,1.3060425997303098,0.704543137854516,0.018537439789811705,0.0414,0.05935286624203822,-0.5202884166738649,below_average,"Below average indicator (z-score: -0.7, ranked #121 of 162 significant species)
IndVal: 1.3 (stronger than 25.9% of significant species)
Specificity: 70.5% (better than 18.5% of significant species)
Fidelity: 1.9% (better than 35.5% of significant species)
p=4.1e-02",0.25925925925925924,0.18518518518518517,0.3549382716049383,121.0
species_Letharia vulpina,0,2.474070762571881,0.8391019205138592,0.029484746752298934,0.0002,0.0007859649122807018,0.22564769203666488,above_average,"Below average indicator (z-score: -0.0, ranked #60 of 162 significant species)
IndVal: 2.5 (stronger than 63.6% of significant species)
Specificity: 83.9% (better than 48.1% of significant species)
Fidelity: 2.9% (better than 59.9% of significant species)
p=2.0e-04",0.6358024691358025,0.48148148148148145,0.5987654320987654,60.0
species_Leuconotopicus albolarvatus,0,2.82600048632128,0.6722544906870517,0.04203765873595096,0.0108,0.018467175572519083,0.4504000542010743,above_average,"Above average indicator (z-score: 0.2, ranked #47 of 162 significant species)
IndVal: 2.8 (stronger than 71.6% of significant species)
Specificity: 67.2% (better than 11.7% of significant species)
Fidelity: 4.2% (better than 79.6% of significant species)
p=1.1e-02",0.7160493827160493,0.11728395061728394,0.7962962962962963,47.0
species_Lilium kelleyanum,0,1.2748317675152403,0.7158911835448288,0.017807619325645892,0.0376,0.054338064516129034,-0.5402205445734933,below_average,"Below average indicator (z-score: -0.7, ranked #124 of 162 significant species)
IndVal: 1.3 (stronger than 24.1% of significant species)
Specificity: 71.6% (better than 21.6% of significant species)
Fidelity: 1.8% (better than 32.1% of significant species)
p=3.8e-02",0.24074074074074073,0.21604938271604937,0.32098765432098764,124.0
species_Lilium parvum,0,5.156267443215901,0.9395103258902163,0.054882498905269306,0.0002,0.0007859649122807018,1.938575015542714,strong,"Very strong indicator (z-score: 1.6, ranked #12 of 162 significant species)
IndVal: 5.2 (stronger than 93.2% of significant species)
Specificity: 94.0% (better than 73.5% of significant species)
Fidelity: 5.5% (better than 87.0% of significant species)
p=2.0e-04",0.9320987654320988,0.7345679012345679,0.8703703703703703,12.0
species_Lilium washingtonianum,0,1.561473235777444,0.732715968377484,0.021310757553641806,0.0264,0.039424,-0.3571631250414075,below_average,"Below average indicator (z-score: -0.5, ranked #105 of 162 significant species)
IndVal: 1.6 (stronger than 35.8% of significant species)
Specificity: 73.3% (better than 25.9% of significant species)
Fidelity: 2.1% (better than 45.7% of significant species)
p=2.6e-02",0.35802469135802467,0.25925925925925924,0.4567901234567901,105.0
species_Limenitis bredowii,1,4.980636614741008,0.7118788696826794,0.06996466431095406,0.0002,0.0007859649122807018,1.8264121577196204,strong,"Very strong indicator (z-score: 1.5, ranked #16 of 162 significant species)
IndVal: 5.0 (stronger than 90.7% of significant species)
Specificity: 71.2% (better than 20.4% of significant species)
Fidelity: 7.0% (better than 95.1% of significant species)
p=2.0e-04",0.9074074074074074,0.2037037037037037,0.9506172839506173,16.0
species_Lonicera conjugialis,0,1.9121296161144357,1.0,0.019121296161144358,0.0002,0.0007859649122807018,-0.13322395630873235,below_average,"Below average indicator (z-score: -0.3, ranked #80 of 162 significant species)
IndVal: 1.9 (stronger than 51.2% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 1.9% (better than 40.1% of significant species)
p=2.0e-04",0.5123456790123457,0.941358024691358,0.4012345679012346,80.0
species_Lonicera hispidula,1,3.391985918421173,0.9230115528011461,0.03674911660777385,0.0002,0.0007859649122807018,0.8118544987414724,above_average,"Above average indicator (z-score: 0.5, ranked #38 of 162 significant species)
IndVal: 3.4 (stronger than 77.2% of significant species)
Specificity: 92.3% (better than 68.5% of significant species)
Fidelity: 3.7% (better than 70.4% of significant species)
p=2.0e-04",0.7716049382716049,0.6851851851851852,0.7037037037037037,38.0
species_Lonicera involucrata,0,0.7970617037964901,0.8667729734459927,0.00919573784848927,0.0214,0.03283287671232876,-0.8453381380754625,below_average,"Weak indicator (z-score: -1.0, ranked #157 of 162 significant species)
IndVal: 0.8 (stronger than 3.7% of significant species)
Specificity: 86.7% (better than 56.2% of significant species)
Fidelity: 0.9% (better than 4.3% of significant species)
p=2.1e-02",0.037037037037037035,0.5617283950617284,0.043209876543209874,157.0
species_Lupinus stiversii,1,1.4940291636556127,0.681952021475062,0.021908127208480566,0.0008,0.002268354430379747,-0.40023483368219903,below_average,"Below average indicator (z-score: -0.6, ranked #109 of 162 significant species)
IndVal: 1.5 (stronger than 33.3% of significant species)
Specificity: 68.2% (better than 14.8% of significant species)
Fidelity: 2.2% (better than 46.3% of significant species)
p=8.0e-04",0.3333333333333333,0.14814814814814814,0.46296296296296297,109.0
species_Lysimachia latifolia,1,3.7920829737147645,0.7890878540891753,0.0480565371024735,0.0002,0.0007859649122807018,1.0673678930471233,strong,"Above average indicator (z-score: 0.8, ranked #29 of 162 significant species)
IndVal: 3.8 (stronger than 82.7% of significant species)
Specificity: 78.9% (better than 36.4% of significant species)
Fidelity: 4.8% (better than 82.7% of significant species)
p=2.0e-04",0.8271604938271605,0.36419753086419754,0.8271604938271605,29.0
species_Maianthemum racemosum,0,3.061651548846685,0.68546976343623,0.04466501240694789,0.0052,0.009871186440677965,0.6008935458700287,above_average,"Above average indicator (z-score: 0.3, ranked #43 of 162 significant species)
IndVal: 3.1 (stronger than 74.1% of significant species)
Specificity: 68.5% (better than 15.4% of significant species)
Fidelity: 4.5% (better than 80.2% of significant species)
p=5.2e-03",0.7407407407407407,0.15432098765432098,0.8024691358024691,43.0
species_Maianthemum stellatum,0,1.0770922315727154,0.7934579439252336,0.013574660633484163,0.0256,0.03848590604026846,-0.6665026537482871,below_average,"Below average indicator (z-score: -0.8, ranked #141 of 162 significant species)
IndVal: 1.1 (stronger than 13.6% of significant species)
Specificity: 79.3% (better than 37.7% of significant species)
Fidelity: 1.4% (better than 17.3% of significant species)
p=2.6e-02",0.13580246913580246,0.3765432098765432,0.1728395061728395,141.0
species_Marmota flaviventris,0,1.1301743334587255,0.9442468729909425,0.01196905561231937,0.0038,0.007532743362831859,-0.6326029090480414,below_average,"Below average indicator (z-score: -0.8, ranked #136 of 162 significant species)
IndVal: 1.1 (stronger than 16.4% of significant species)
Specificity: 94.4% (better than 77.5% of significant species)
Fidelity: 1.2% (better than 12.0% of significant species)
p=3.8e-03",0.16358024691358025,0.7746913580246914,0.12037037037037036,136.5
species_Monardella odoratissima,0,2.6208657854342046,0.8758805607809628,0.029922639030798424,0.0002,0.0007859649122807018,0.31939518170815084,above_average,"Above average indicator (z-score: 0.1, ranked #54 of 162 significant species)
IndVal: 2.6 (stronger than 67.3% of significant species)
Specificity: 87.6% (better than 59.3% of significant species)
Fidelity: 3.0% (better than 61.7% of significant species)
p=2.0e-04",0.6728395061728395,0.5925925925925926,0.6172839506172839,54.0
species_Monochamus scutellatus,0,1.9555082085464495,0.8269868356019583,0.023646183038972413,0.003,0.0064,-0.10552114958756825,below_average,"Below average indicator (z-score: -0.3, ranked #77 of 162 significant species)
IndVal: 2.0 (stronger than 53.1% of significant species)
Specificity: 82.7% (better than 44.4% of significant species)
Fidelity: 2.4% (better than 50.6% of significant species)
p=3.0e-03",0.5308641975308642,0.4444444444444444,0.5061728395061729,77.0
species_Myadestes townsendi,0,1.2458014192743023,0.8709168901477801,0.014304481097649977,0.0044,0.00849655172413793,-0.558760153197891,below_average,"Below average indicator (z-score: -0.7, ranked #125 of 162 significant species)
IndVal: 1.2 (stronger than 23.5% of significant species)
Specificity: 87.1% (better than 58.0% of significant species)
Fidelity: 1.4% (better than 22.5% of significant species)
p=4.4e-03",0.2345679012345679,0.5802469135802469,0.22530864197530864,125.0
species_Navarretia leptalea,0,1.8537439789811705,1.0,0.018537439789811705,0.0002,0.0007859649122807018,-0.1705106899280827,below_average,"Below average indicator (z-score: -0.4, ranked #86 of 162 significant species)
IndVal: 1.9 (stronger than 47.2% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 1.9% (better than 35.5% of significant species)
p=2.0e-04",0.4722222222222222,0.941358024691358,0.3549382716049383,86.5
species_Neolentinus ponderosus,0,1.5711842652232797,0.8409518282066163,0.018683403882644868,0.0016,0.004072727272727273,-0.35096138458099135,below_average,"Below average indicator (z-score: -0.5, ranked #104 of 162 significant species)
IndVal: 1.6 (stronger than 36.4% of significant species)
Specificity: 84.1% (better than 49.4% of significant species)
Fidelity: 1.9% (better than 37.0% of significant species)
p=1.6e-03",0.36419753086419754,0.49382716049382713,0.37037037037037035,104.0
species_Nymphalis antiopa,0,1.231450402702101,0.8697594545270201,0.014158517004816814,0.0046,0.008806837606837606,-0.5679251218163405,below_average,"Below average indicator (z-score: -0.7, ranked #127 of 162 significant species)
IndVal: 1.2 (stronger than 22.2% of significant species)
Specificity: 87.0% (better than 56.8% of significant species)
Fidelity: 1.4% (better than 20.4% of significant species)
p=4.6e-03",0.2222222222222222,0.5679012345679012,0.2037037037037037,127.0
species_Odocoileus hemionus,1,3.55240682802793,0.5844948443790141,0.0607773851590106,0.002,0.004765957446808511,0.914303868435394,above_average,"Above average indicator (z-score: 0.6, ranked #35 of 162 significant species)
IndVal: 3.6 (stronger than 79.0% of significant species)
Specificity: 58.4% (better than 1.2% of significant species)
Fidelity: 6.1% (better than 92.0% of significant species)
p=2.0e-03",0.7901234567901234,0.012345679012345678,0.9197530864197531,35.0
species_Paeonia brownii,0,1.5472193840315283,1.0,0.015472193840315283,0.0004,0.0012619718309859157,-0.3662660414296721,below_average,"Below average indicator (z-score: -0.6, ranked #106 of 162 significant species)
IndVal: 1.5 (stronger than 35.2% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 1.5% (better than 25.9% of significant species)
p=4.0e-04",0.35185185185185186,0.941358024691358,0.25925925925925924,106.0
species_Parnassius clodius,0,1.1138073382507734,0.8977287146301232,0.01240694789081886,0.0042,0.008252631578947369,-0.6430553391392837,below_average,"Below average indicator (z-score: -0.8, ranked #138 of 162 significant species)
IndVal: 1.1 (stronger than 15.4% of significant species)
Specificity: 89.8% (better than 64.2% of significant species)
Fidelity: 1.2% (better than 14.2% of significant species)
p=4.2e-03",0.15432098765432098,0.6419753086419753,0.1419753086419753,138.0
species_Passerella iliaca,0,1.1518431195980354,0.8306607591964358,0.01386658881915049,0.0156,0.02513956834532374,-0.6187646040075918,below_average,"Below average indicator (z-score: -0.8, ranked #134 of 162 significant species)
IndVal: 1.2 (stronger than 17.9% of significant species)
Specificity: 83.1% (better than 46.3% of significant species)
Fidelity: 1.4% (better than 18.8% of significant species)
p=1.6e-02",0.17901234567901234,0.46296296296296297,0.1882716049382716,134.0
species_Pedicularis semibarbata,0,1.9823270823255086,0.8876420157524222,0.022332506203473945,0.0004,0.0012619718309859157,-0.0883938516480376,below_average,"Below average indicator (z-score: -0.3, ranked #76 of 162 significant species)
IndVal: 2.0 (stronger than 53.7% of significant species)
Specificity: 88.8% (better than 61.7% of significant species)
Fidelity: 2.2% (better than 46.9% of significant species)
p=4.0e-04",0.5370370370370371,0.6172839506172839,0.4691358024691358,76.0
species_Pellaea bridgesii,0,1.377668246385386,0.9533742581804323,0.01445044519048314,0.0008,0.002268354430379747,-0.47454623523554823,below_average,"Below average indicator (z-score: -0.7, ranked #114 of 162 significant species)
IndVal: 1.4 (stronger than 30.2% of significant species)
Specificity: 95.3% (better than 82.7% of significant species)
Fidelity: 1.4% (better than 24.1% of significant species)
p=8.0e-04",0.30246913580246915,0.8271604938271605,0.24074074074074073,114.0
species_Penstemon newberryi,0,5.035407992598128,0.8560193587416818,0.058823529411764705,0.0002,0.0007859649122807018,1.861390722250171,strong,"Very strong indicator (z-score: 1.5, ranked #15 of 162 significant species)
IndVal: 5.0 (stronger than 91.4% of significant species)
Specificity: 85.6% (better than 54.9% of significant species)
Fidelity: 5.9% (better than 90.1% of significant species)
p=2.0e-04",0.9135802469135802,0.5493827160493827,0.9012345679012346,15.0
species_Phacelia hydrophylloides,0,1.4158517004816815,1.0,0.014158517004816814,0.0006,0.001816216216216216,-0.4501611920732104,below_average,"Below average indicator (z-score: -0.6, ranked #112 of 162 significant species)
IndVal: 1.4 (stronger than 31.5% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 1.4% (better than 20.4% of significant species)
p=6.0e-04",0.3148148148148148,0.941358024691358,0.2037037037037037,112.0
species_Pheucticus melanocephalus,1,1.5099622745162522,0.6474535207395444,0.023321554770318022,0.0016,0.004072727272727273,-0.3900594945138994,below_average,"Below average indicator (z-score: -0.6, ranked #108 of 162 significant species)
IndVal: 1.5 (stronger than 34.0% of significant species)
Specificity: 64.7% (better than 7.4% of significant species)
Fidelity: 2.3% (better than 49.4% of significant species)
p=1.6e-03",0.3395061728395062,0.07407407407407407,0.49382716049382713,108.0
species_Phlox diffusa,0,1.7632243243780126,0.8330930928492251,0.021164793460808642,0.0018,0.00448,-0.2283191238893273,below_average,"Below average indicator (z-score: -0.4, ranked #93 of 162 significant species)
IndVal: 1.8 (stronger than 43.2% of significant species)
Specificity: 83.3% (better than 46.9% of significant species)
Fidelity: 2.1% (better than 45.1% of significant species)
p=1.8e-03",0.43209876543209874,0.4691358024691358,0.4506172839506173,93.0
species_Phyllodoce breweri,0,0.904977375565611,1.0,0.00904977375565611,0.0058,0.010737190082644628,-0.7764201112425262,below_average,"Below average indicator (z-score: -0.9, ranked #153 of 162 significant species)
IndVal: 0.9 (stronger than 6.2% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 0.9% (better than 3.7% of significant species)
p=5.8e-03",0.06172839506172839,0.941358024691358,0.037037037037037035,153.0
species_Pipilo chlorurus,0,1.1860643238006539,0.9028585202620311,0.013136768354984674,0.0058,0.010737190082644628,-0.5969099666706049,below_average,"Below average indicator (z-score: -0.8, ranked #131 of 162 significant species)
IndVal: 1.2 (stronger than 19.8% of significant species)
Specificity: 90.3% (better than 65.4% of significant species)
Fidelity: 1.3% (better than 16.7% of significant species)
p=5.8e-03",0.19753086419753085,0.654320987654321,0.16666666666666666,131.0
species_Piranga ludoviciana,0,1.9077771234051695,0.6772114545310268,0.028171069916800465,0.0356,0.05207272727272727,-0.13600358232977147,below_average,"Below average indicator (z-score: -0.3, ranked #81 of 162 significant species)
IndVal: 1.9 (stronger than 50.6% of significant species)
Specificity: 67.7% (better than 13.0% of significant species)
Fidelity: 2.8% (better than 56.5% of significant species)
p=3.6e-02",0.5061728395061729,0.12962962962962962,0.5648148148148148,81.0
species_Platanthera dilatata,0,4.064487569898429,0.9011587165493248,0.04510290468544738,0.0002,0.0007859649122807018,1.241333239890962,strong,"Above average indicator (z-score: 0.9, ranked #25 of 162 significant species)
IndVal: 4.1 (stronger than 85.2% of significant species)
Specificity: 90.1% (better than 64.8% of significant species)
Fidelity: 4.5% (better than 80.9% of significant species)
p=2.0e-04",0.8518518518518519,0.6481481481481481,0.808641975308642,25.0
species_Poecile gambeli,0,2.496235942606193,0.7668929346544856,0.03254999270179536,0.0024,0.0053227722772277225,0.2398030083806131,above_average,"Above average indicator (z-score: 0.0, ranked #58 of 162 significant species)
IndVal: 2.5 (stronger than 64.8% of significant species)
Specificity: 76.7% (better than 31.5% of significant species)
Fidelity: 3.3% (better than 63.6% of significant species)
p=2.4e-03",0.6481481481481481,0.3148148148148148,0.6358024691358025,58.0
species_Polemonium californicum,0,0.8465917384323457,1.0,0.008465917384323457,0.0034,0.007117757009345794,-0.8137068448618767,below_average,"Below average indicator (z-score: -1.0, ranked #156 of 162 significant species)
IndVal: 0.8 (stronger than 4.3% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 0.8% (better than 3.1% of significant species)
p=3.4e-03",0.043209876543209874,0.941358024691358,0.030864197530864196,156.0
species_Polemonium occidentale,0,0.6860312363158663,1.0,0.006860312363158663,0.0114,0.019200000000000002,-0.9162453623150902,below_average,"Weak indicator (z-score: -1.1, ranked #161 of 162 significant species)
IndVal: 0.7 (stronger than 1.2% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 0.7% (better than 1.2% of significant species)
p=1.1e-02",0.012345679012345678,0.941358024691358,0.012345679012345678,161.0
species_Prunella vulgaris,1,2.4983804413065753,0.6427651498997825,0.038869257950530034,0.0004,0.0012619718309859157,0.24117254643336544,above_average,"Above average indicator (z-score: 0.0, ranked #57 of 162 significant species)
IndVal: 2.5 (stronger than 65.4% of significant species)
Specificity: 64.3% (better than 6.8% of significant species)
Fidelity: 3.9% (better than 74.4% of significant species)
p=4.0e-04",0.654320987654321,0.06790123456790123,0.7438271604938271,57.0
species_Prunus emarginata,0,1.5337138772773284,0.9217082257216648,0.016639906582980587,0.002,0.004765957446808511,-0.37489104335589535,below_average,"Below average indicator (z-score: -0.6, ranked #107 of 162 significant species)
IndVal: 1.5 (stronger than 34.6% of significant species)
Specificity: 92.2% (better than 67.6% of significant species)
Fidelity: 1.7% (better than 29.3% of significant species)
p=2.0e-03",0.345679012345679,0.6759259259259259,0.2932098765432099,107.0
species_Pseudacris regilla,1,4.684878792518397,0.6138058788345861,0.07632508833922262,0.0004,0.0012619718309859157,1.6375327744582435,strong,"Very strong indicator (z-score: 1.3, ranked #18 of 162 significant species)
IndVal: 4.7 (stronger than 89.5% of significant species)
Specificity: 61.4% (better than 3.1% of significant species)
Fidelity: 7.6% (better than 96.9% of significant species)
p=4.0e-04",0.8950617283950617,0.030864197530864196,0.9691358024691358,18.0
species_Pterospora andromedea,0,6.999863089785961,0.7913541588799278,0.0884542402568968,0.0002,0.0007859649122807018,3.115947793346766,strong,"Exceptionally strong indicator (z-score: 2.7, ranked #3 of 162 significant species)
IndVal: 7.0 (stronger than 98.8% of significant species)
Specificity: 79.1% (better than 37.0% of significant species)
Fidelity: 8.8% (better than 98.8% of significant species)
p=2.0e-04",0.9876543209876543,0.37037037037037035,0.9876543209876543,3.0
species_Purshia tridentata,0,1.7520839085407471,0.779449795935887,0.022478470296307108,0.0056,0.010541176470588234,-0.23543371127979767,below_average,"Below average indicator (z-score: -0.4, ranked #95 of 162 significant species)
IndVal: 1.8 (stronger than 42.0% of significant species)
Specificity: 77.9% (better than 35.2% of significant species)
Fidelity: 2.2% (better than 47.5% of significant species)
p=5.6e-03",0.41975308641975306,0.35185185185185186,0.47530864197530864,95.0
species_Pyrola picta,0,3.754398257649625,0.9491285041755565,0.039556269157787184,0.0002,0.0007859649122807018,1.0433013582205104,strong,"Above average indicator (z-score: 0.8, ranked #30 of 162 significant species)
IndVal: 3.8 (stronger than 82.1% of significant species)
Specificity: 94.9% (better than 79.6% of significant species)
Fidelity: 4.0% (better than 75.3% of significant species)
p=2.0e-04",0.8209876543209876,0.7962962962962963,0.7530864197530864,30.0
species_Ribes cereum,0,1.8822293705565245,0.9344314070784602,0.0201430448109765,0.0004,0.0012619718309859157,-0.15231910617797637,below_average,"Below average indicator (z-score: -0.4, ranked #84 of 162 significant species)
IndVal: 1.9 (stronger than 48.8% of significant species)
Specificity: 93.4% (better than 72.2% of significant species)
Fidelity: 2.0% (better than 42.6% of significant species)
p=4.0e-04",0.4876543209876543,0.7222222222222222,0.42592592592592593,84.0
